household_id,scenario,country,market,marital_status,residence_state,move_in_date,num_adults,num_dependants,youngest_child_dob,oldest_child_dob,annual_household_gross_income,monthly_expenses_total,expense_to_income_ratio,annual_alimony_paid,has_mortgage_or_loan,loan_outstanding_total,monthly_debt_cost_total,monthly_mortgage_payment_total,monthly_non_mortgage_payment_total,mortgage_payment_to_income_ratio,property_value_total,investable_assets_total,retirement_assets_total,cash_and_cashlike_total,alternatives_total,net_worth_proxy,risk_tolerance,investment_objectives,tax_bracket_band,client_segment
HH000087,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2012-05-05,2,0,,,169287.78,9708.31,0.6882,0.0,True,171550.07,3884.84,3569.75,315.09,0.253,342304.81,421209.07,93173.94,47623.69,0.0,595848.55,conservative,wealth_growth,24%,affluent_ria_like
HH000088,self_employed_business_owner,US,US_RIA,single,CA,2005-04-07,1,4,2015-10-10,2008-04-22,228237.78,11535.19,0.6065,0.0,True,163625.69,2876.12,2876.12,0.0,0.1512,296921.0,776670.78,191217.19,60198.94,91144.55,927782.55,moderate,tax_optimization,24%,affluent_ria_like
HH000089,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,CA,2013-03-05,2,0,,,318160.8,25187.73,0.95,0.0,True,260629.66,15128.11,13509.32,1618.79,0.5095,324277.58,551213.4,112322.67,79644.25,10683.48,651922.99,moderate,capital_preservation|education,35%,affluent_ria_like
HH000090,self_employed_business_owner,US,US_RIA,single,Other,2019-12-17,1,2,2023-04-29,2005-01-02,462459.63,29251.84,0.759,0.0,True,470559.17,5680.11,5680.11,0.0,0.1474,1498054.18,1804695.51,427378.83,251592.42,22846.51,2970394.84,moderate,capital_preservation,32%,affluent_ria_like
HH000091,self_employed_business_owner,US,US_RIA,single,Other,2001-11-28,1,0,,,174528.56,11006.1,0.7567,0.0,False,0.0,0.0,0.0,0.0,0.0,323899.46,692490.13,111708.07,71462.54,105300.77,1045116.92,conservative,estate_planning|income|retirement,32%,affluent_ria_like
HH000092,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2023-10-26,2,2,2023-04-07,2012-02-06,227762.19,18031.17,0.95,0.0,True,196024.81,7146.04,7146.04,0.0,0.3765,475747.45,597641.64,83723.56,90426.08,10660.58,911185.19,growth,estate_planning,35%,affluent_ria_like
HH000093,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,NC,2015-10-08,2,0,,,172854.09,8990.95,0.6242,0.0,True,209501.16,2351.84,2351.84,0.0,0.1633,287749.44,302345.5,63744.04,21366.16,0.0,401056.33,moderate,retirement|wealth_growth,35%,affluent_ria_like
HH000094,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2006-11-18,2,0,,,239718.67,9768.17,0.489,0.0,True,256140.37,2125.22,2125.22,0.0,0.1064,495437.84,826912.07,270160.72,93764.61,84515.68,1074805.86,growth,estate_planning|wealth_growth,24%,affluent_ria_like
HH000095,divorced,US,US_RIA,divorced,Other,2010-08-20,1,0,,,163208.0,9135.08,0.6717,0.0,True,34864.87,1746.05,1364.59,381.46,0.1003,524342.98,888277.85,185500.19,112421.32,105607.11,1420005.03,aggressive,tax_optimization|wealth_growth,35%,affluent_ria_like
HH000096,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,MA,2003-04-07,2,1,2008-08-05,2008-08-05,163208.0,9502.75,0.6987,0.0,False,0.0,0.0,0.0,0.0,0.0,331474.57,658374.67,110859.22,75222.68,44825.64,1025814.18,moderate,capital_preservation|education,35%,affluent_ria_like
HH000097,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2009-04-21,2,3,2025-08-08,2011-12-19,253336.99,20055.84,0.95,0.0,True,191834.62,8242.01,7628.37,613.64,0.3613,252552.59,1151266.84,229276.64,121848.61,158852.14,1292020.15,growth,capital_preservation|wealth_growth,37%,affluent_ria_like
HH000098,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NY,2019-04-21,2,2,2021-11-25,2015-12-23,163208.0,7961.84,0.5854,0.0,False,0.0,0.0,0.0,0.0,0.0,316272.17,771818.7,143964.65,80701.77,46593.64,1091820.77,aggressive,education|retirement|wealth_growth,32%,affluent_ria_like
HH000099,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2025-10-09,2,0,,,221005.31,7853.39,0.4264,0.0,False,0.0,0.0,0.0,0.0,0.0,665959.25,909872.27,281523.87,128362.05,57270.44,1584560.0,aggressive,capital_preservation,35%,affluent_ria_like
HH000100,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2020-05-07,2,3,2021-02-14,2008-07-22,181483.1,9446.91,0.6246,0.0,True,149539.61,3967.96,3121.11,846.85,0.2064,172680.56,576660.56,118464.65,89507.1,32720.24,606354.31,conservative,income|retirement|wealth_growth,24%,affluent_ria_like
HH000101,divorced,US,US_RIA,divorced,PA,2004-08-12,1,3,2020-12-31,2016-07-02,197914.18,10359.32,0.6281,9742.7,True,7508.38,506.17,0.0,506.17,0.0,483761.45,755662.16,132753.26,47617.39,22107.21,1278384.72,conservative,capital_preservation|income,35%,affluent_ria_like
HH000102,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2013-07-05,2,0,,,262567.42,9317.11,0.4258,0.0,False,0.0,0.0,0.0,0.0,0.0,780214.02,579602.98,166311.62,69922.87,0.0,1386996.07,moderate,education|retirement|tax_optimization,35%,affluent_ria_like
HH000103,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2007-10-06,2,3,2025-04-29,2016-04-03,177935.86,7360.91,0.4964,0.0,True,136427.1,2516.12,2516.12,0.0,0.1697,393355.75,660687.23,114329.41,45584.03,73058.54,924603.8,conservative,retirement,37%,affluent_ria_like
HH000104,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,MA,2023-06-21,2,0,,,163208.0,11481.4,0.8442,0.0,True,122342.98,4517.02,4216.75,300.28,0.31,263707.25,386852.14,116055.64,33067.26,0.0,537089.03,aggressive,income|wealth_growth,32%,affluent_ria_like
HH000105,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,NY,2009-05-24,2,0,,,170836.34,9230.3,0.6484,0.0,True,119474.15,1869.79,1869.79,0.0,0.1313,151599.89,577467.43,149279.68,48416.92,4880.51,625601.92,growth,estate_planning,37%,affluent_ria_like
HH000106,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2013-10-21,2,0,,,357122.34,11235.22,0.3775,0.0,True,2787.35,300.48,0.0,300.48,0.0,369528.43,1810997.9,718732.85,124780.34,70630.56,2298147.16,moderate,retirement|wealth_growth,35%,affluent_ria_like
HH000107,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2019-03-17,2,0,,,163208.0,6707.83,0.4932,0.0,True,72611.68,1648.18,1648.18,0.0,0.1212,285453.7,819426.61,278436.08,123391.59,86255.97,1065408.33,growth,income|retirement|tax_optimization,37%,affluent_ria_like
HH000108,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2016-03-07,2,4,2022-08-20,2005-01-10,243892.25,19308.14,0.95,0.0,True,255769.92,7307.71,7307.71,0.0,0.3596,337823.45,1037126.42,247981.25,96378.59,72300.68,1150867.6,growth,capital_preservation|wealth_growth,32%,affluent_ria_like
HH000109,widowed,US,US_RIA,widowed,FL,2005-02-01,1,0,,,180881.73,10254.86,0.6803,0.0,True,339406.66,4231.54,4231.54,0.0,0.2807,665709.72,904329.07,306388.4,72723.24,99706.86,1243215.88,aggressive,capital_preservation|education|retirement,24%,affluent_ria_like
HH000110,self_employed_business_owner,US,US_RIA,single,Other,2017-10-10,1,1,2007-03-07,2007-03-07,354980.59,20018.34,0.6767,0.0,True,263100.12,6710.27,6597.0,113.27,0.223,805415.46,1254726.03,391539.82,140224.81,118073.35,1863724.99,conservative,estate_planning|income,37%,affluent_ria_like
HH000111,widowed,US,US_RIA,widowed,FL,2005-05-11,1,0,,,298727.8,11441.55,0.4596,0.0,False,0.0,0.0,0.0,0.0,0.0,490838.19,910806.24,250416.97,82320.84,138334.39,1444475.87,conservative,income|tax_optimization,32%,affluent_ria_like
HH000112,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2010-08-14,2,3,2025-01-18,2002-06-08,198264.0,13228.92,0.8007,0.0,True,200463.68,4694.33,3957.76,736.57,0.2395,381405.39,822128.81,267166.95,60400.55,80254.18,1029140.65,growth,retirement|tax_optimization,35%,affluent_ria_like
HH000113,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2015-12-15,2,0,,,193125.14,9513.93,0.5912,0.0,True,46865.63,1582.17,1582.17,0.0,0.0983,171217.39,855445.84,194612.23,125634.26,33172.15,1002202.38,growth,capital_preservation|education,35%,affluent_ria_like
HH000114,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-04-24,2,2,2014-02-28,2003-10-26,186083.91,14731.64,0.95,0.0,True,384751.61,4996.21,4996.21,0.0,0.3222,535814.45,977444.45,260434.49,129219.64,168353.53,1205439.64,conservative,capital_preservation|education|retirement,32%,affluent_ria_like
HH000115,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2007-03-18,2,2,2021-11-29,2010-11-11,163208.0,12920.63,0.95,0.0,True,125493.43,4714.81,4582.5,132.31,0.3369,162694.76,517904.22,113757.83,39159.56,27508.01,566269.9,moderate,capital_preservation|tax_optimization,35%,affluent_ria_like
HH000116,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2021-03-27,2,1,2013-12-25,2013-12-25,164838.68,11150.4,0.8117,0.0,True,177572.02,3482.02,3108.98,373.04,0.2263,269747.06,803748.14,135956.12,61958.34,134900.91,916083.01,growth,wealth_growth,35%,affluent_ria_like
HH000117,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2001-06-27,2,2,2017-12-11,2007-12-24,182785.8,14470.54,0.95,0.0,True,163764.3,5250.3,5250.3,0.0,0.3447,278632.02,634129.81,176217.6,63032.76,44356.84,780528.78,conservative,estate_planning|retirement,37%,affluent_ria_like
HH000118,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,PA,2018-09-28,2,2,2021-12-03,2019-09-27,231542.32,16243.59,0.8418,0.0,True,211535.3,5538.34,5033.97,504.37,0.2609,343634.7,635790.82,176794.57,66226.72,87087.43,795385.93,aggressive,capital_preservation|education,32%,affluent_ria_like
HH000119,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2023-10-29,2,0,,,163208.0,7836.53,0.5762,0.0,False,0.0,0.0,0.0,0.0,0.0,295485.53,251094.07,75328.22,18673.01,0.0,551401.81,moderate,retirement,37%,affluent_ria_like
HH000120,self_employed_business_owner,US,US_RIA,single,Other,2017-11-27,1,2,2025-10-05,2021-07-31,222777.51,15442.7,0.8318,0.0,True,139176.7,5021.6,4932.62,88.98,0.2657,188438.16,687499.04,101929.83,43131.29,11943.65,747630.24,moderate,income|wealth_growth,24%,affluent_ria_like
HH000121,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,NJ,2015-07-30,2,2,2024-05-29,2013-11-02,196020.32,7044.53,0.4313,0.0,False,0.0,0.0,0.0,0.0,0.0,302879.3,1047241.98,282934.49,136322.2,9705.91,1363786.09,growth,capital_preservation,32%,affluent_ria_like
HH000122,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2017-05-28,2,1,2021-08-02,2021-08-02,163208.0,12920.63,0.95,0.0,True,246211.94,5626.86,5626.86,0.0,0.4137,314194.09,748234.68,252172.41,107994.98,37784.39,865538.03,conservative,estate_planning|tax_optimization,32%,affluent_ria_like
HH000123,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,NY,2003-12-03,2,0,,,186770.73,8152.83,0.5238,0.0,True,1034.85,155.28,0.0,155.28,0.0,158180.85,772442.06,158110.3,72016.28,43871.41,983384.82,conservative,education|income,24%,affluent_ria_like
HH000124,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2015-05-02,2,0,,,222498.88,16625.5,0.8967,0.0,True,301750.04,7051.03,7051.03,0.0,0.3803,587328.34,889508.36,277475.77,87748.53,26984.57,1214667.15,growth,income|retirement,24%,affluent_ria_like
HH000125,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2018-09-29,2,1,2013-10-02,2013-10-02,257749.27,20405.15,0.95,0.0,True,272401.63,9678.31,9678.31,0.0,0.4506,360917.79,1232624.87,282613.93,121323.16,34887.22,1404780.53,moderate,capital_preservation|wealth_growth,35%,affluent_ria_like
HH000126,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2003-07-13,2,0,,,178016.82,6855.0,0.4621,0.0,False,0.0,0.0,0.0,0.0,0.0,425336.29,640847.7,212724.47,76721.99,103156.55,1108253.17,moderate,tax_optimization,32%,affluent_ria_like
HH000127,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2007-05-01,2,4,2010-10-19,2008-06-11,206484.99,12242.72,0.7115,0.0,True,305069.0,3034.91,3034.91,0.0,0.1764,440549.47,928631.27,141712.59,134135.63,3900.46,1099850.36,growth,education,35%,affluent_ria_like
HH000128,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2007-09-19,2,0,,,163208.0,11519.79,0.847,0.0,True,120840.9,4296.44,4296.44,0.0,0.3159,152842.74,744992.0,195180.87,85104.14,55051.41,833903.77,moderate,education|retirement|tax_optimization,35%,affluent_ria_like
HH000129,widowed,US,US_RIA,widowed,Other,2011-10-03,1,3,2023-04-08,2003-02-28,230845.19,11476.89,0.5966,0.0,True,72709.24,1311.13,1311.13,0.0,0.0682,797310.68,1060832.22,240560.16,86142.91,117574.06,1804057.04,growth,education|income|tax_optimization,35%,affluent_ria_like
HH000130,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,CA,2023-10-25,2,0,,,163208.0,7950.21,0.5845,0.0,True,75347.02,2343.62,1949.71,393.91,0.1434,372534.22,291217.99,87365.4,45452.18,0.0,604102.77,moderate,estate_planning,35%,affluent_ria_like
HH000131,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2019-01-04,2,0,,,308946.04,11030.16,0.4284,0.0,False,0.0,0.0,0.0,0.0,0.0,264961.37,1268760.8,317605.9,162878.49,106777.97,1598930.45,growth,capital_preservation|education|estate_planning,37%,affluent_ria_like
HH000132,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2002-11-19,2,0,,,184400.81,7919.9,0.5154,28446.46,True,121474.07,1681.01,1681.01,0.0,0.1094,264989.52,633416.36,172173.72,34847.28,60558.77,802636.78,growth,capital_preservation|income|tax_optimization,35%,affluent_ria_like
HH000133,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2020-03-17,2,0,,,163208.0,10674.53,0.7849,0.0,True,76390.92,2019.25,2019.25,0.0,0.1485,425880.68,808028.55,254222.58,61075.08,130112.55,1196146.84,moderate,capital_preservation,32%,affluent_ria_like
HH000134,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2023-09-19,2,5,2022-03-07,2002-05-21,190289.7,13564.68,0.8554,0.0,True,288418.69,3129.14,3129.14,0.0,0.1973,506623.03,676926.92,124908.72,91634.85,30279.44,906584.67,aggressive,capital_preservation|income|retirement,35%,affluent_ria_like
HH000135,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,TX,2016-11-22,2,0,,,163208.0,9509.83,0.6992,0.0,False,0.0,0.0,0.0,0.0,0.0,409827.84,351849.9,64229.52,48377.63,0.0,762366.5,growth,income,35%,affluent_ria_like
HH000136,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2024-08-30,2,0,,,209463.15,10066.59,0.5767,0.0,True,233591.97,1226.8,1226.8,0.0,0.0703,367421.44,1097937.22,329007.73,93459.59,69911.51,1236646.47,moderate,capital_preservation|tax_optimization,37%,affluent_ria_like
HH000137,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2013-07-09,2,1,2010-10-09,2010-10-09,243643.59,15714.03,0.774,0.0,True,148876.15,4188.52,3997.33,191.19,0.1969,206186.4,887149.89,127554.66,79975.84,17575.38,960913.91,growth,income|tax_optimization,35%,affluent_ria_like
HH000138,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2019-02-02,2,0,,,304543.39,22747.02,0.8963,0.0,True,185178.71,6520.74,6520.74,0.0,0.2569,259454.39,1249901.21,282336.08,176476.18,74360.07,1336005.87,moderate,capital_preservation|education|retirement,37%,affluent_ria_like
HH000139,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,IL,2017-05-23,2,4,2024-04-08,2008-04-27,163208.0,9777.92,0.7189,0.0,True,278266.69,2780.73,2780.73,0.0,0.2045,401186.15,661365.13,198092.25,71841.16,336.89,811813.15,conservative,capital_preservation|education,32%,affluent_ria_like
HH000140,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2010-08-26,2,0,,,163208.0,8000.59,0.5883,0.0,True,300599.97,4801.01,4801.01,0.0,0.353,515316.29,810310.76,215587.32,49472.52,87917.31,1080736.62,growth,retirement,24%,affluent_ria_like
HH000141,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2020-06-27,2,0,,,163208.0,9461.17,0.6956,0.0,True,130670.18,3373.47,3373.47,0.0,0.248,237639.17,241427.25,72428.17,22910.38,0.0,350112.65,growth,income|tax_optimization,37%,affluent_ria_like
HH000142,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2008-05-19,2,5,2024-06-04,2011-01-15,173906.18,6129.91,0.423,0.0,False,0.0,0.0,0.0,0.0,0.0,242426.43,920143.15,276180.51,102582.39,38965.11,1227154.11,growth,education|estate_planning|income,35%,affluent_ria_like
HH000143,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2020-08-25,2,1,2009-09-24,2009-09-24,173654.36,13444.3,0.929,0.0,True,164974.82,5389.44,5389.44,0.0,0.3724,323698.91,807076.46,196731.13,47111.59,139641.45,970585.74,moderate,income|wealth_growth,35%,affluent_ria_like
HH000144,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2003-02-06,2,1,2017-08-23,2017-08-23,192063.44,13147.99,0.8215,0.0,True,129575.69,2550.71,2550.71,0.0,0.1594,359685.95,633289.99,120831.15,93461.14,103518.92,910696.33,aggressive,education|retirement|tax_optimization,32%,affluent_ria_like
HH000145,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2021-08-22,2,0,,,163208.0,8215.59,0.6041,0.0,True,81216.23,2250.84,2250.84,0.0,0.1655,141294.44,382497.84,103613.7,27569.51,0.0,458541.92,aggressive,capital_preservation|education|tax_optimization,32%,affluent_ria_like
HH000146,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2011-07-09,2,0,,,209902.78,7804.89,0.4462,0.0,True,114074.61,3035.66,2799.38,236.28,0.16,300196.26,1103498.12,260739.12,141531.57,25181.26,1368498.88,moderate,estate_planning|income|retirement,35%,affluent_ria_like
HH000147,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-07-28,2,2,2022-04-22,2019-08-10,163208.0,9762.25,0.7178,0.0,True,139438.58,3790.77,3790.77,0.0,0.2787,486533.07,598607.14,145377.2,89305.88,5844.72,988074.54,conservative,retirement|tax_optimization|wealth_growth,35%,affluent_ria_like
HH000148,self_employed_business_owner,US,US_RIA,single,WA,2014-06-18,1,0,,,194846.93,7456.84,0.4592,0.0,False,0.0,0.0,0.0,0.0,0.0,275242.57,743101.98,164593.85,54163.1,83819.7,1056884.12,growth,retirement,35%,affluent_ria_like
HH000149,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2006-07-21,2,3,2023-11-17,2010-08-03,164379.31,12765.57,0.9319,0.0,True,150886.89,4561.54,3158.73,1402.81,0.2306,475212.16,690861.12,151147.66,46520.77,100579.44,1069494.1,moderate,retirement|tax_optimization,37%,affluent_ria_like
HH000150,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2016-12-09,2,0,,,163208.0,7348.38,0.5403,0.0,True,46015.25,915.75,474.38,441.37,0.0349,379827.63,1023692.98,335958.03,137711.33,139010.43,1385361.62,moderate,estate_planning,24%,affluent_ria_like
HH000151,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,CA,2002-07-12,2,0,,,163208.0,5838.97,0.4293,20464.66,False,0.0,0.0,0.0,0.0,0.0,175377.54,468587.11,136224.17,73118.62,12414.56,658407.99,conservative,income|tax_optimization|wealth_growth,37%,affluent_ria_like
HH000152,divorced,US,US_RIA,divorced,Other,2018-02-15,1,0,,,190947.76,11389.09,0.7157,0.0,True,126982.57,2698.88,2698.88,0.0,0.1696,336333.72,548904.61,132134.73,80196.74,312.03,772763.84,moderate,education|tax_optimization|wealth_growth,37%,affluent_ria_like
HH000153,divorced,US,US_RIA,divorced,Other,2007-11-21,1,1,2014-08-05,2014-08-05,208852.53,16534.16,0.95,0.0,True,262283.81,6995.9,6995.9,0.0,0.402,338599.38,950568.23,161541.84,119774.31,122847.54,1044454.03,conservative,capital_preservation|education|retirement,24%,affluent_ria_like
HH000154,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2010-08-03,2,1,2012-06-02,2012-06-02,163208.0,9333.18,0.6862,61760.65,True,146299.48,2395.06,2395.06,0.0,0.1761,263036.6,916774.23,131938.99,117901.04,161517.6,1044440.59,aggressive,income,35%,affluent_ria_like
HH000155,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,TX,2014-06-24,2,0,,,228221.27,11192.51,0.5885,0.0,True,140190.06,2764.49,2764.49,0.0,0.1454,252638.85,420949.21,111046.65,46977.68,0.0,541589.55,aggressive,estate_planning,24%,affluent_ria_like
HH000156,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2007-04-17,2,1,2022-10-14,2022-10-14,210089.95,5149.4,0.2941,0.0,True,3232.0,198.11,0.0,198.11,0.0,190813.79,939531.33,142777.46,138088.75,150115.17,1177639.22,growth,capital_preservation|estate_planning|income,32%,affluent_ria_like
