liability_id,household_id,type,monthly_cost,outstanding,interest_rate,final_payment_date
HH000463_L1,HH000463,mortgage,669.75,56373.9,6.89,2035-04-19
HH000463_L2,HH000463,loan,188.17,3019.08,19.38,2030-09-02
HH000464_L1,HH000464,mortgage,3272.18,199378.41,5.0,2032-10-25
HH000465_L1,HH000465,mortgage,2306.0,137981.69,6.52,2032-11-19
HH000467_L1,HH000467,mortgage,3689.55,202238.22,5.35,2031-10-06
HH000467_L2,HH000467,loan,224.72,3753.81,19.65,2030-11-12
HH000468_L1,HH000468,mortgage,3827.53,139720.85,4.6,2030-05-06
HH000469_L1,HH000469,mortgage,1825.01,115003.84,5.38,2032-11-20
HH000472_L1,HH000472,mortgage,720.64,103182.28,4.85,2040-06-29
HH000473_L1,HH000473,mortgage,1728.69,63644.83,4.42,2029-07-16
HH000475_L2,HH000475,loan,50.69,889.73,27.6,2027-12-01
HH000477_L1,HH000477,mortgage,1662.44,132650.56,7.04,2033-06-04
HH000478_L1,HH000478,mortgage,1458.92,182137.24,5.35,2039-05-14
HH000482_L1,HH000482,mortgage,5724.49,407936.4,4.72,2033-12-04
HH000482_L2,HH000482,loan,197.45,1592.75,20.99,2028-03-09
HH000485_L1,HH000485,mortgage,3656.12,400504.9,6.62,2038-03-06
HH000485_L2,HH000485,loan,570.81,6163.43,20.66,2029-07-05
HH000486_L1,HH000486,mortgage,5981.88,225880.39,4.71,2030-01-04
HH000488_L1,HH000488,mortgage,5218.79,457353.11,4.86,2035-08-27
HH000490_L1,HH000490,mortgage,2940.33,101013.38,6.46,2030-01-27
HH000490_L2,HH000490,loan,696.97,2875.99,14.13,2031-04-26
HH000491_L1,HH000491,mortgage,6212.79,104469.6,5.78,2038-01-21
HH000491_L2,HH000491,credit_card,2170.53,63303.34,18.12,
HH000494_L1,HH000494,mortgage,6001.87,81230.27,4.91,2045-05-30
HH000494_L2,HH000494,credit_card,1365.02,27765.95,25.85,
HH000497_L1,HH000497,mortgage,4132.53,83997.01,5.62,2050-11-24
HH000498_L1,HH000498,mortgage,8136.61,206041.89,3.37,2031-01-14
HH000499_L2,HH000499,loan,624.37,5749.8,28.09,2033-01-29
HH000500_L1,HH000500,mortgage,5808.43,25991.37,4.33,2046-10-22
HH000500_L2,HH000500,credit_card,810.61,29198.54,18.09,
HH000501_L1,HH000501,mortgage,7851.93,105877.69,5.99,2051-01-31
HH000501_L2,HH000501,credit_card,1206.48,25279.21,13.73,
HH000502_L1,HH000502,mortgage,4800.65,38229.96,3.35,2033-09-08
HH000502_L2,HH000502,credit_card,540.14,12054.22,20.24,
HH000503_L1,HH000503,mortgage,895.14,159108.01,5.34,2045-09-30
HH000504_L1,HH000504,mortgage,521.89,58556.45,7.55,2036-06-28
HH000505_L2,HH000505,loan,82.15,1119.4,24.74,2031-09-27
HH000507_L1,HH000507,mortgage,2712.08,73597.73,6.54,2050-01-02
HH000507_L2,HH000507,loan,489.55,5373.26,23.46,2033-04-16
HH000508_L2,HH000508,loan,145.05,1307.1,17.31,2028-01-21
HH000509_L1,HH000509,mortgage,2424.83,49829.18,4.86,2030-02-05
HH000509_L2,HH000509,credit_card,906.77,22156.45,16.64,
HH000510_L1,HH000510,mortgage,973.6,290804.79,5.44,2054-07-17
HH000511_L1,HH000511,mortgage,1169.24,200466.23,6.29,2041-09-09
HH000513_L1,HH000513,mortgage,397.76,31736.24,4.85,2033-04-19
HH000514_L1,HH000514,mortgage,7543.47,272589.8,5.13,2029-11-19
HH000514_L2,HH000514,loan,426.63,1777.11,26.12,2028-06-15
HH000515_L1,HH000515,mortgage,4293.85,101767.41,5.23,2055-08-17
HH000515_L2,HH000515,credit_card,697.19,12025.69,25.51,
HH000518_L1,HH000518,mortgage,598.48,23095.37,4.22,2030-05-19
HH000518_L2,HH000518,loan,296.13,4423.62,11.83,2032-08-29
HH000521_L1,HH000521,mortgage,1749.87,97503.35,4.45,2031-09-17
HH000521_L2,HH000521,loan,106.23,1427.51,21.72,2027-12-01
HH000522_L1,HH000522,mortgage,3031.56,48788.19,4.92,2045-11-14
HH000523_L1,HH000523,mortgage,4291.78,221309.57,5.65,2035-02-25
HH000523_L2,HH000523,loan,502.09,2189.12,12.85,2031-12-22
HH000526_L1,HH000526,mortgage,1408.46,71653.17,6.1,2041-03-19
HH000526_L2,HH000526,loan,649.66,4704.93,28.06,2030-05-07
HH000527_L1,HH000527,mortgage,528.27,21530.3,4.78,2030-06-24
HH000527_L2,HH000527,loan,160.94,1633.3,21.59,2031-08-30
HH000530_L2,HH000530,loan,257.64,1902.26,26.31,2029-04-01
HH000531_L1,HH000531,mortgage,5553.4,94662.03,3.69,2037-09-22
HH000531_L2,HH000531,credit_card,716.18,17121.79,9.17,
HH000533_L1,HH000533,mortgage,5342.43,243560.26,4.79,2030-07-17
HH000534_L1,HH000534,mortgage,3101.67,578090.17,5.8,2043-12-04
HH000534_L2,HH000534,loan,137.0,2110.77,10.89,2028-06-02
HH000535_L1,HH000535,mortgage,2307.24,251705.44,5.52,2036-10-13
HH000539_L2,HH000539,loan,84.34,1051.21,11.94,2031-12-25
HH000540_L1,HH000540,mortgage,1597.15,144095.98,5.51,2034-06-27
HH000541_L1,HH000541,mortgage,333.0,18967.35,5.5,2031-10-02
HH000542_L1,HH000542,mortgage,1441.69,156538.36,4.8,2036-10-31
HH000543_L1,HH000543,mortgage,3971.4,191749.58,4.79,2030-10-19
HH000546_L1,HH000546,mortgage,2956.78,129207.34,3.42,2031-01-21
HH000549_L1,HH000549,mortgage,3687.01,61046.27,5.53,2037-01-29
HH000549_L2,HH000549,credit_card,759.0,16947.66,20.45,
HH000551_L1,HH000551,mortgage,257.99,25125.15,4.14,2035-04-14
HH000552_L1,HH000552,mortgage,4190.4,170047.01,4.01,2030-06-18
HH000554_L1,HH000554,mortgage,3814.92,123363.55,3.58,2029-07-25
HH000554_L2,HH000554,loan,300.59,3838.99,22.99,2028-03-03
HH000557_L1,HH000557,mortgage,408.6,18609.93,5.7,2031-03-08
HH000560_L1,HH000560,mortgage,8131.46,40735.29,5.65,2032-01-30
HH000560_L2,HH000560,credit_card,517.3,13640.93,23.19,
HH000561_L1,HH000561,mortgage,7885.75,151892.55,5.33,2055-04-16
HH000561_L2,HH000561,credit_card,482.86,7705.7,22.93,
HH000564_L1,HH000564,mortgage,10559.39,407834.15,5.12,2030-03-22
HH000564_L2,HH000564,loan,132.48,1864.45,25.0,2030-06-16
HH000565_L2,HH000565,loan,131.53,1865.21,19.73,2029-05-23
HH000566_L1,HH000566,mortgage,2942.47,178881.85,5.11,2032-02-13
HH000568_L2,HH000568,loan,111.9,1424.35,23.88,2033-03-18
HH000569_L1,HH000569,mortgage,7033.77,260896.6,6.9,2030-05-04
HH000570_L1,HH000570,mortgage,3468.33,174322.97,4.31,2031-03-29
HH000570_L2,HH000570,loan,1080.33,6374.98,8.08,2027-07-19
HH000571_L1,HH000571,mortgage,5457.22,286388.48,3.66,2031-09-16
HH000574_L1,HH000574,mortgage,1086.12,134157.97,5.44,2038-01-26
HH000574_L2,HH000574,loan,214.61,1478.24,13.03,2030-06-05
HH000577_L1,HH000577,mortgage,3707.64,161384.06,4.86,2030-11-19
HH000578_L2,HH000578,loan,237.75,4236.42,19.82,2032-04-26
HH000580_L1,HH000580,mortgage,2217.19,492273.33,5.52,2047-01-22
HH000582_L1,HH000582,mortgage,4497.78,256769.36,4.01,2032-01-30
HH000584_L1,HH000584,mortgage,817.12,129955.97,3.03,2040-04-01
HH000585_L1,HH000585,mortgage,5259.7,297494.92,6.11,2031-08-06
HH000587_L1,HH000587,mortgage,3463.52,121813.02,2.99,2029-07-06
HH000588_L1,HH000588,mortgage,2069.88,424229.62,6.69,2048-09-21
HH000588_L2,HH000588,loan,326.42,4540.26,22.21,2032-05-11
HH000589_L1,HH000589,mortgage,4859.41,156539.51,7.0,2029-05-06
HH000591_L2,HH000591,loan,353.57,5503.71,8.94,2033-03-12
HH000592_L1,HH000592,mortgage,1478.92,187129.9,6.03,2039-09-26
HH000594_L1,HH000594,mortgage,1909.31,103720.64,6.75,2031-03-26
HH000594_L2,HH000594,loan,434.78,7096.21,24.51,2029-06-21
HH000596_L1,HH000596,mortgage,3333.97,175822.19,8.11,2032-02-03
HH000597_L1,HH000597,mortgage,3170.36,110837.86,5.84,2040-08-16
HH000597_L2,HH000597,credit_card,634.23,10005.73,9.92,
HH000598_L1,HH000598,mortgage,1625.26,69997.23,3.71,2030-06-13
HH000599_L1,HH000599,mortgage,4572.32,356912.16,6.24,2034-06-29
HH000600_L1,HH000600,mortgage,2951.02,94147.1,4.4,2029-09-24
HH000601_L1,HH000601,mortgage,2415.6,217112.86,5.3,2035-03-28
HH000601_L2,HH000601,loan,348.18,3363.29,19.62,2031-03-09
HH000602_L2,HH000602,loan,303.54,1931.48,13.75,2030-01-01
HH000604_L2,HH000604,loan,112.44,1968.8,22.6,2029-11-30
HH000606_L2,HH000606,loan,87.19,1184.99,9.08,2029-07-18
HH000607_L1,HH000607,mortgage,2594.88,47997.9,6.13,2040-01-07
HH000607_L2,HH000607,credit_card,615.71,10694.25,21.56,
HH000608_L1,HH000608,mortgage,4093.38,246361.76,4.59,2031-09-03
HH000608_L2,HH000608,loan,104.95,1714.65,17.02,2030-12-10
HH000611_L2,HH000611,loan,369.23,3397.39,25.1,2029-09-29
HH000612_L1,HH000612,mortgage,2198.15,215603.25,7.44,2037-03-06
HH000613_L2,HH000613,loan,1150.88,7999.75,22.71,2029-08-19
HH000614_L1,HH000614,mortgage,2241.05,232371.26,5.32,2037-01-14
HH000614_L2,HH000614,loan,427.9,3378.59,23.93,2031-03-21
HH000615_L2,HH000615,loan,200.14,3496.28,16.97,2028-10-31
HH000616_L1,HH000616,mortgage,3979.7,302974.38,4.4,2034-07-10
HH000617_L1,HH000617,mortgage,4557.81,1166982.88,2.5,2048-12-23
HH000618_L1,HH000618,mortgage,2036.55,208523.25,3.99,2035-10-08
HH000618_L2,HH000618,loan,246.52,2445.82,10.79,2031-03-10
HH000619_L1,HH000619,mortgage,2024.62,94316.84,4.02,2031-04-20
HH000621_L1,HH000621,mortgage,5777.59,129920.15,3.3,2031-04-04
HH000623_L1,HH000623,mortgage,11454.07,134534.87,4.89,2038-06-19
HH000623_L2,HH000623,credit_card,553.65,7745.13,27.76,
HH000624_L1,HH000624,mortgage,1960.53,76446.5,3.77,2031-06-20
HH000625_L1,HH000625,mortgage,4501.04,627013.89,3.75,2039-06-13
HH000625_L2,HH000625,loan,690.45,4048.74,24.3,2029-08-15
HH000626_L1,HH000626,mortgage,761.98,58098.4,5.81,2034-04-11
HH000627_L1,HH000627,mortgage,3225.15,143777.26,4.92,2030-08-19
HH000627_L2,HH000627,loan,258.11,4599.0,25.32,2031-02-13
HH000629_L1,HH000629,mortgage,5828.7,201250.38,3.91,2029-07-21
HH000630_L1,HH000630,mortgage,2210.73,74712.29,3.62,2029-06-06
HH000631_L1,HH000631,mortgage,2021.22,201874.24,7.78,2035-10-02
HH000631_L2,HH000631,loan,119.48,1272.49,16.22,2029-10-29
HH000632_L1,HH000632,mortgage,1060.68,66406.25,5.82,2032-10-07
HH000634_L1,HH000634,mortgage,686.84,63766.34,7.09,2034-11-09
HH000634_L2,HH000634,loan,98.66,756.08,20.75,2030-07-17
HH000635_L1,HH000635,mortgage,5264.25,382095.71,3.82,2034-03-17
HH000636_L1,HH000636,mortgage,4456.68,404130.49,3.73,2034-10-19
HH000637_L1,HH000637,mortgage,2767.3,92676.17,6.1,2029-09-12
HH000637_L2,HH000637,loan,648.86,4292.19,14.65,2028-03-09
HH000638_L1,HH000638,mortgage,14464.39,404291.46,4.85,2029-02-22
HH000638_L2,HH000638,loan,121.58,2141.59,26.6,2030-05-08
HH000639_L1,HH000639,mortgage,2469.44,183255.05,4.74,2033-08-03
HH000639_L2,HH000639,loan,118.48,1980.2,23.44,2030-06-13
HH000642_L2,HH000642,loan,219.45,3374.41,24.75,2032-11-13
HH000643_L1,HH000643,mortgage,1926.59,70149.99,5.36,2030-04-20
HH000644_L1,HH000644,mortgage,4490.32,52633.82,3.54,2030-02-06
HH000644_L2,HH000644,credit_card,1562.86,27873.43,10.55,
HH000645_L2,HH000645,loan,39.99,371.87,17.04,2030-12-28
HH000648_L1,HH000648,mortgage,15775.88,436261.0,3.6,2034-07-28
HH000649_L1,HH000649,mortgage,508.28,27511.14,4.86,2031-02-17
HH000652_L1,HH000652,mortgage,5474.33,225202.16,7.54,2030-07-14
HH000653_L1,HH000653,mortgage,1616.44,105803.06,6.32,2032-01-29
HH000654_L1,HH000654,mortgage,689.19,9073.68,5.8,2027-08-22
HH000654_L2,HH000654,loan,83.61,1155.79,15.83,2028-07-10
HH000656_L1,HH000656,mortgage,3784.3,143795.0,4.37,2030-07-01
HH000660_L1,HH000660,mortgage,11827.65,1001105.58,5.47,2034-08-25
HH000662_L2,HH000662,loan,182.98,3127.88,26.35,2027-11-16
HH000663_L1,HH000663,mortgage,2258.01,199826.22,4.79,2035-04-16
HH000664_L1,HH000664,mortgage,397.71,28349.79,2.67,2033-03-08
HH000666_L1,HH000666,mortgage,2629.16,237697.22,5.49,2035-12-10
HH000666_L2,HH000666,loan,1096.34,15809.89,13.9,2030-12-15
HH000667_L1,HH000667,mortgage,1142.84,153831.01,4.05,2041-03-28
HH000669_L1,HH000669,mortgage,3515.56,187865.46,4.32,2031-06-11
HH000670_L1,HH000670,mortgage,3591.72,240264.31,6.06,2032-10-07
HH000671_L1,HH000671,mortgage,2858.87,242673.76,3.37,2035-07-11
HH000672_L1,HH000672,mortgage,4865.71,266722.19,4.03,2031-11-30
HH000673_L1,HH000673,mortgage,1356.69,194648.88,5.17,2039-06-19
HH000675_L1,HH000675,mortgage,3537.5,91877.9,5.55,2037-02-13
HH000675_L2,HH000675,credit_card,694.03,25766.66,22.94,
HH000676_L1,HH000676,mortgage,5161.53,24683.58,4.45,2055-02-18
HH000676_L2,HH000676,credit_card,341.05,6459.96,23.67,
HH000677_L1,HH000677,mortgage,7556.68,154484.8,3.45,2044-12-09
HH000678_L1,HH000678,mortgage,6174.91,225273.34,4.33,2030-05-05
HH000679_L1,HH000679,mortgage,1648.73,93336.91,4.17,2031-11-14
HH000680_L1,HH000680,mortgage,5142.15,246352.52,3.49,2030-08-01
HH000682_L1,HH000682,mortgage,3941.38,149085.56,4.31,2029-08-30
HH000682_L2,HH000682,loan,195.81,3035.36,11.87,2032-08-09
HH000683_L2,HH000683,loan,760.27,6661.91,8.64,2031-04-04
HH000685_L1,HH000685,mortgage,5148.36,192690.61,6.29,2029-12-26
HH000686_L1,HH000686,mortgage,323.38,21859.05,5.59,2033-01-24
HH000686_L2,HH000686,loan,314.75,2714.3,16.31,2029-12-28
HH000687_L1,HH000687,mortgage,6041.1,31823.28,3.39,2044-05-10
HH000687_L2,HH000687,credit_card,1408.02,17911.35,8.66,
HH000690_L2,HH000690,loan,103.67,1410.13,14.15,2032-05-15
HH000693_L1,HH000693,mortgage,822.96,122232.43,4.56,2041-08-30
HH000694_L1,HH000694,mortgage,3110.47,250825.55,5.55,2033-12-17
HH000694_L2,HH000694,loan,731.19,6905.51,17.52,2029-02-21
HH000695_L2,HH000695,loan,450.17,3296.82,26.19,2031-11-05
HH000696_L2,HH000696,loan,181.03,1035.57,16.13,2030-01-01
HH000697_L1,HH000697,mortgage,2747.88,57261.13,3.98,2046-08-12
HH000698_L1,HH000698,mortgage,2579.88,6347.81,3.1,2048-03-19
HH000698_L2,HH000698,credit_card,413.99,8343.4,27.0,
HH000699_L1,HH000699,mortgage,2687.57,144440.23,5.37,2031-07-09
HH000699_L2,HH000699,loan,621.37,5969.29,16.92,2028-02-17
HH000700_L1,HH000700,mortgage,2298.25,170489.83,4.74,2033-07-16
HH000701_L1,HH000701,mortgage,3462.73,387301.58,5.7,2037-12-31
HH000703_L2,HH000703,loan,389.61,6066.52,8.16,2032-07-29
HH000704_L1,HH000704,mortgage,797.06,34826.53,4.23,2030-05-05
HH000705_L1,HH000705,mortgage,4505.9,192867.98,4.42,2030-05-08
HH000707_L1,HH000707,mortgage,2409.62,247021.35,4.48,2037-02-15
HH000707_L2,HH000707,loan,597.62,2564.99,8.11,2028-12-23
HH000708_L1,HH000708,mortgage,862.3,55433.7,4.78,2032-01-12
HH000709_L1,HH000709,mortgage,338.32,10463.25,5.41,2029-06-27
HH000710_L1,HH000710,mortgage,173.76,18791.87,4.77,2035-11-07
HH000712_L1,HH000712,mortgage,8267.34,179903.1,4.1,2052-03-16
HH000714_L1,HH000714,mortgage,2256.25,187046.17,5.76,2033-09-06
HH000715_L1,HH000715,mortgage,3996.54,208807.37,4.34,2034-03-16
HH000716_L1,HH000716,mortgage,22176.03,251375.11,6.26,2031-01-19
HH000716_L2,HH000716,loan,318.61,4474.23,18.63,2028-12-16
HH000720_L1,HH000720,mortgage,640.97,51224.23,5.08,2033-04-29
HH000721_L1,HH000721,mortgage,1777.8,120494.01,4.49,2032-10-21
HH000722_L1,HH000722,mortgage,120.51,1495.46,5.84,2027-06-25
HH000724_L1,HH000724,mortgage,2028.63,92805.3,5.33,2031-01-05
HH000726_L1,HH000726,mortgage,2738.35,175295.12,4.38,2032-10-05
HH000726_L2,HH000726,loan,119.07,877.9,19.03,2031-01-06
HH000727_L1,HH000727,mortgage,5332.82,255735.06,5.17,2030-09-05
HH000728_L1,HH000728,mortgage,3314.97,102088.76,4.86,2039-02-17
HH000730_L1,HH000730,mortgage,1441.68,57429.67,5.75,2029-11-28
HH000730_L2,HH000730,loan,699.89,5298.5,10.52,2029-08-28
HH000732_L1,HH000732,mortgage,7323.52,221626.06,4.44,2041-04-19
HH000733_L1,HH000733,mortgage,286.54,8243.53,6.39,2029-03-24
HH000735_L1,HH000735,mortgage,666.72,139648.21,4.1,2045-02-26
HH000735_L2,HH000735,loan,373.5,1731.48,13.92,2027-05-25
HH000738_L1,HH000738,mortgage,7057.97,72694.8,5.2,2048-06-03
HH000738_L2,HH000738,credit_card,2984.95,98410.02,27.04,
HH000739_L1,HH000739,mortgage,5146.87,90770.72,6.57,2038-08-16
HH000739_L2,HH000739,credit_card,1314.92,18039.83,22.7,
HH000740_L1,HH000740,mortgage,2134.12,14396.81,4.69,2052-11-11
HH000740_L2,HH000740,credit_card,744.07,23557.07,9.25,
HH000741_L1,HH000741,mortgage,3092.06,111046.35,6.52,2029-08-02
HH000741_L2,HH000741,loan,921.84,15874.31,15.18,2028-01-01
HH000742_L2,HH000742,loan,582.15,7673.26,12.96,2033-03-15
HH000743_L1,HH000743,mortgage,1440.47,16057.07,3.53,2035-10-17
HH000743_L2,HH000743,credit_card,482.73,12860.17,23.15,
HH000745_L1,HH000745,mortgage,2440.63,236329.41,3.29,2035-11-15
HH000746_L1,HH000746,mortgage,3402.54,104229.76,6.31,2029-04-20
HH000747_L1,HH000747,mortgage,3273.49,26507.71,3.24,2040-04-03
HH000747_L2,HH000747,credit_card,1371.14,29206.26,20.1,
HH000748_L1,HH000748,mortgage,5579.92,203070.52,4.21,2029-07-14
HH000748_L2,HH000748,loan,596.91,3868.93,28.2,2027-08-09
HH000749_L1,HH000749,mortgage,2273.77,200340.72,3.34,2035-12-07
HH000749_L2,HH000749,loan,96.06,857.89,20.47,2027-04-27
HH000750_L1,HH000750,mortgage,326.83,32384.94,5.77,2036-05-25
HH000752_L2,HH000752,loan,287.59,1658.68,10.38,2027-11-26
HH000754_L1,HH000754,mortgage,3197.75,125694.64,6.29,2049-08-31
HH000754_L2,HH000754,loan,205.59,3295.23,18.97,2032-03-11
HH000756_L1,HH000756,mortgage,903.3,75522.05,4.41,2033-11-10
HH000756_L2,HH000756,loan,144.85,1728.44,28.95,2032-02-16
HH000757_L1,HH000757,mortgage,2098.89,174815.69,3.7,2033-09-08
HH000758_L1,HH000758,mortgage,5174.61,106340.27,5.16,2045-03-12
HH000760_L1,HH000760,mortgage,1863.97,55695.69,5.09,2052-10-17
HH000760_L2,HH000760,loan,350.3,2459.17,13.44,2033-03-25
HH000762_L2,HH000762,loan,206.59,3660.21,13.05,2031-06-06
HH000763_L1,HH000763,mortgage,662.97,18523.63,3.96,2028-12-07
HH000763_L2,HH000763,loan,335.3,1858.18,11.86,2029-05-03
HH000764_L2,HH000764,loan,447.81,3990.03,21.56,2028-03-31
HH000765_L1,HH000765,mortgage,1678.57,147263.64,4.47,2034-05-11
HH000768_L2,HH000768,loan,505.33,8524.07,9.19,2031-10-29
HH000769_L1,HH000769,mortgage,2619.39,159820.81,3.94,2031-11-07
HH000770_L1,HH000770,mortgage,2177.06,78460.92,3.5,2029-09-11
HH000771_L1,HH000771,mortgage,2100.92,210452.21,4.43,2036-12-20
HH000772_L1,HH000772,mortgage,3943.76,410206.71,6.29,2035-11-29
HH000772_L2,HH000772,loan,277.92,2590.41,15.66,2030-01-04
HH000776_L1,HH000776,mortgage,2118.35,91930.61,4.17,2030-10-30
HH000778_L1,HH000778,mortgage,3337.16,192757.54,5.1,2031-10-07
HH000778_L2,HH000778,loan,215.29,1061.05,12.66,2030-01-31
HH000779_L2,HH000779,loan,149.13,2393.1,17.07,2028-10-16
HH000781_L1,HH000781,mortgage,2528.61,244282.46,5.21,2034-12-02
HH000782_L1,HH000782,mortgage,3529.3,172980.05,6.29,2031-06-12
HH000785_L1,HH000785,mortgage,6295.9,204249.54,3.04,2029-11-05
HH000785_L2,HH000785,loan,433.83,3687.45,27.48,2028-05-21
HH000786_L1,HH000786,mortgage,6697.44,183208.05,4.59,2029-03-23
HH000787_L1,HH000787,mortgage,4199.28,243225.97,4.81,2031-07-20
HH000789_L1,HH000789,mortgage,7197.61,394129.04,3.09,2031-02-11
HH000790_L1,HH000790,mortgage,3673.54,331417.24,5.09,2036-04-22
HH000791_L1,HH000791,mortgage,3170.35,123239.73,6.35,2030-01-27
HH000792_L1,HH000792,mortgage,2727.58,49701.17,3.78,2049-11-12
HH000792_L2,HH000792,credit_card,584.75,10247.11,17.13,
HH000794_L2,HH000794,loan,515.81,4888.13,8.99,2029-11-17
HH000795_L1,HH000795,mortgage,1214.83,190081.48,5.35,2040-02-14
HH000797_L1,HH000797,mortgage,1083.29,218751.91,6.07,2046-10-21
HH000799_L1,HH000799,mortgage,17041.47,199495.89,3.44,2048-12-29
HH000799_L2,HH000799,credit_card,538.31,17303.48,16.25,
HH000801_L1,HH000801,mortgage,1616.45,106010.27,5.26,2032-03-04
HH000802_L1,HH000802,mortgage,7704.14,192408.03,5.7,2044-11-11
HH000803_L1,HH000803,mortgage,854.46,25758.32,5.06,2029-02-21
HH000804_L1,HH000804,mortgage,1511.49,73293.46,5.73,2030-10-01
HH000805_L1,HH000805,mortgage,2520.85,80690.69,5.81,2029-08-22
HH000806_L1,HH000806,mortgage,1814.29,132110.12,6.43,2034-05-03
HH000807_L1,HH000807,mortgage,2571.2,171531.5,6.16,2032-10-09
HH000808_L1,HH000808,mortgage,2864.17,47370.51,5.12,2040-08-25
HH000808_L2,HH000808,credit_card,538.87,16816.13,8.58,
HH000811_L1,HH000811,mortgage,1456.26,218949.54,5.82,2042-08-02
HH000815_L2,HH000815,loan,176.26,1420.82,9.18,2028-08-18
HH000817_L1,HH000817,mortgage,1066.33,179257.52,4.34,2043-12-27
HH000818_L1,HH000818,mortgage,1433.4,72214.54,5.71,2030-11-11
HH000820_L2,HH000820,loan,380.85,1555.46,9.32,2029-10-02
HH000821_L1,HH000821,mortgage,437.53,16704.3,5.11,2030-04-02
HH000822_L1,HH000822,mortgage,2666.47,197180.4,4.53,2032-11-14
HH000822_L2,HH000822,loan,230.58,1878.29,22.13,2030-01-09
HH000824_L1,HH000824,mortgage,393.37,86837.43,6.03,2046-10-13
HH000825_L1,HH000825,mortgage,7333.89,604551.3,5.69,2034-03-18
HH000826_L1,HH000826,mortgage,5593.38,112858.51,3.99,2033-01-14
HH000826_L2,HH000826,credit_card,641.32,24328.77,22.28,
HH000827_L2,HH000827,loan,89.42,1060.46,15.74,2027-05-17
HH000828_L2,HH000828,loan,173.97,2715.63,10.16,2027-08-06
HH000829_L1,HH000829,mortgage,1514.45,242126.9,4.76,2042-10-30
HH000829_L2,HH000829,loan,202.57,2558.04,22.26,2029-06-04
HH000830_L1,HH000830,mortgage,4599.96,152868.79,5.95,2029-07-08
HH000834_L1,HH000834,mortgage,2045.75,142651.87,3.8,2033-05-05
HH000836_L1,HH000836,mortgage,4427.54,239759.58,5.28,2031-05-13
HH000838_L2,HH000838,loan,1676.43,12985.78,20.18,2030-07-04
HH000841_L1,HH000841,mortgage,6256.78,281282.15,4.59,2030-09-01
HH000842_L1,HH000842,mortgage,2759.91,144509.3,5.88,2031-02-17
HH000843_L2,HH000843,loan,214.11,1257.25,16.16,2032-09-30
HH000844_L1,HH000844,mortgage,3245.55,221498.7,5.36,2033-01-17
HH000846_L1,HH000846,mortgage,474.03,54584.21,4.12,2038-04-23
HH000847_L1,HH000847,mortgage,2489.27,144036.36,7.88,2031-10-12
HH000848_L1,HH000848,mortgage,4318.51,132402.18,5.19,2029-04-24
HH000849_L1,HH000849,mortgage,2975.29,80047.9,3.01,2055-01-11
HH000850_L1,HH000850,mortgage,538.89,36439.98,8.57,2032-11-07
HH000851_L1,HH000851,mortgage,1310.57,101773.55,4.38,2034-05-19
HH000852_L1,HH000852,mortgage,1556.82,64489.72,5.94,2030-02-20
HH000853_L1,HH000853,mortgage,3053.74,435877.37,4.39,2040-06-24
HH000855_L1,HH000855,mortgage,1000.15,247592.21,3.43,2049-09-11
HH000855_L2,HH000855,loan,293.65,3790.19,20.58,2029-01-06
HH000856_L1,HH000856,mortgage,3438.62,158282.58,6.25,2030-09-03
HH000860_L1,HH000860,mortgage,558.42,87723.82,6.27,2041-08-14
HH000861_L1,HH000861,mortgage,3985.82,125116.85,4.08,2029-08-19
HH000861_L2,HH000861,loan,253.08,1109.06,25.31,2027-12-04
HH000862_L1,HH000862,mortgage,4060.17,354804.68,6.32,2034-01-18
HH000863_L2,HH000863,loan,1883.71,10321.17,17.45,2027-12-16
HH000865_L1,HH000865,mortgage,7538.18,265329.14,4.0,2029-06-04
HH000865_L2,HH000865,loan,119.6,493.83,21.63,2027-07-01
HH000866_L1,HH000866,mortgage,4917.72,159051.39,6.04,2029-05-09
HH000867_L1,HH000867,mortgage,1992.94,110375.08,4.76,2032-02-12
HH000868_L1,HH000868,mortgage,2623.44,89645.25,7.02,2048-01-17
HH000868_L2,HH000868,loan,97.8,1428.12,8.01,2030-03-30
HH000869_L2,HH000869,loan,348.03,2992.38,10.95,2028-05-13
HH000870_L2,HH000870,loan,883.51,10063.5,18.72,2030-12-04
HH000872_L1,HH000872,mortgage,1786.19,29605.88,5.81,2038-01-03
HH000872_L2,HH000872,credit_card,361.57,12992.46,27.56,
HH000874_L1,HH000874,mortgage,3161.84,115598.65,4.76,2029-07-07
HH000875_L1,HH000875,mortgage,1968.82,195191.49,4.32,2035-02-05
HH000876_L1,HH000876,mortgage,2420.43,177373.62,6.3,2033-01-08
HH000878_L2,HH000878,loan,563.39,6772.91,13.97,2028-09-08
HH000880_L1,HH000880,mortgage,2989.99,55633.24,5.72,2031-09-23
HH000880_L2,HH000880,loan,589.29,4213.86,14.74,2027-04-27
HH000881_L1,HH000881,mortgage,3633.14,133528.57,4.23,2029-07-12
